0.111343967	0.166821904	0.111343967	0.072068925	0.121977723	0.121977723	0.121977723	0.005666162	0.166821904
0.162494664	0.055439128	0.162494664	0.138607521	0.162494664	0.116719059	0.116719059	0.116719059	0.017270152
0.105347926	0.088698723	0.100651997	0.174700198	0.100651997	0.174700198	0.174700198	0.174700198	0.105347926
0.132824931	0.148309854	0.182966585	0.182966585	0.132824931	0.011080064	0.011080064	0.009081383	0.148309854
0.061842667	0.088698723	0.105347926	0.193231653	0.088698723	0.193231653	0.193231653	0.193231653	0.001513564
0.132824931	0.166317383	0.132824931	0.148309854	0.166317383	0.166317383	0.166317383	0.148309854	0.009081383
0.189020841	0.099798191	0.189020841	0.094248457	0.189020841	0.099798191	0.099798191	0.075406528	0.036150891
0.143245236	0.133057787	0.143245236	0.138083595	0.143245236	0.138083595	0.138083595	0.138083595	0.060988862
0.194046649	0.105968875	0.170896884	0.021034657	0.170896884	0.021034657	0.021034657	0.194046649	0.194046649
0.053595684	0.194046649	0.053595684	0.03880933	0.155237319	0.155237319	0.155237319	0.001125471	0.194046649
0.184305507	0.110878255	0.184305507	0.085186479	0.184305507	0.110878255	0.110878255	0.085186479	0.030426515
0.153219234	0.121977723	0.153219234	0.127488648	0.153219234	0.127488648	0.127488648	0.127488648	0.014048977
0.162494664	0.017270152	0.194046649	0.194046649	0.162494664	0.116719059	0.116719059	0.116719059	0.017270152
0.053595684	0.001125471	0.194046649	0.194046649	0.053595684	0.194046649	0.194046649	0.194046649	0.001125471
0.053595684	0.144157255	0.053595684	0.194046649	0.144157255	0.194046649	0.194046649	0.194046649	0.049889393
0.178231847	0.095412737	0.194046649	0.194046649	0.178231847	0.025400706	0.025400706	0.025400706	0.095412737
0.094248457	0.099798191	0.053595684	0.194046649	0.099798191	0.194046649	0.194046649	0.194046649	0.094248457
0.143245236	0.138083595	0.143245236	0.060988862	0.143245236	0.133057787	0.133057787	0.011332324	0.138083595
0.170896884	0.166317383	0.170896884	0.105968875	0.170896884	0.166317383	0.166317383	0.105968875	0.021034657
0.189020841	0.036150891	0.189020841	0.182966585	0.189020841	0.075406528	0.075406528	0.075406528	0.036150891
0.138607521	0.055439128	0.061842667	0.193231653	0.061842667	0.193231653	0.193231653	0.193231653	0.138607521
0.100651997	0.174700198	0.100651997	0.004424264	0.144157255	0.144157255	0.144157255	0.049889393	0.174700198
0.178231847	0.095412737	0.178231847	0.025400706	0.178231847	0.07761866	0.07761866	0.116427989	0.116427989
0.122113556	0.157953972	0.122113556	0.049889393	0.144157255	0.144157255	0.144157255	0.007199131	0.157953972
0.178231847	0.066538596	0.178231847	0.127508053	0.178231847	0.095412737	0.095412737	0.095412737	0.025400706
